,hotel_id,hotel_name,hotel_stars,address,cat_location,cat_cleaniness,cat_staff,cat_comfort,cat_value_for_money,cat_facilities,room_types,image_links,roomtypes_clean,25percentile,50percentile,75percentile
10,fragrance-bugis,Ibis Budget Singapore Bugis,2,"33 Middle Road, 188942 Singapore, Singapore",6.9,8.4,7.5,7.3,8.7,7.2,"{'Standard Single Room (No Window)': ['S$\xa0107', 'S$\xa0125'], 'Standard Double Room (No Window)': ['S$\xa0122', 'S$\xa0143'], 'Standard Twin Room (No Window)': ['S$\xa0122', 'S$\xa0143'], 'Superior Double Room': ['S$\xa0127', 'S$\xa0149'], 'Superior Twin Room': ['S$\xa0127', 'S$\xa0149'], 'Standard Theme Room with One Double Bed (No Window)': ['S$\xa0132', 'S$\xa0154'], 'Superior Triple Room with One Double Bed and One Single Bed': ['S$\xa0168', 'S$\xa0196']}","['https://t-cf.bstatic.com/xdata/images/hotel/max1024x768/281327845.jpg?k=4e07c7aef5554a27f75d39e7dcf5c689dbfc47a5a874ebb111d359bc3e918be0&o=&hp=1', 'https://t-cf.bstatic.com/xdata/images/hotel/max500/387332746.jpg?k=c6a0a79ea21d83debb9f8ad528f230c68c5f70c5560cf4923549505225a762eb&o=&hp=1', 'https://t-cf.bstatic.com/xdata/images/hotel/max500/387332734.jpg?k=3e0c3d143d929b74c8bb1576b5e152ace36aa75b8a6b2d4473e649311c83fd22&o=&hp=1', 'https://t-cf.bstatic.com/xdata/images/hotel/max300/387332719.jpg?k=65e9b08400aff4cfc39002fa9e85b65c852de3cea390f12367c7514d9888b92d&o=&hp=1', 'https://t-cf.bstatic.com/xdata/images/hotel/max300/387332721.jpg?k=667cfe827d15227dcfdc27c9bc339d7b5dcf415d1a717b65fc090593036ef3ba&o=&hp=1', 'https://t-cf.bstatic.com/xdata/images/hotel/max300/387332722.jpg?k=27d53bae7f5837a6288d3526f29abc21f5ba35c290a3c97aa36fa0682395ac20&o=&hp=1', 'https://t-cf.bstatic.com/xdata/images/hotel/max300/387332727.jpg?k=1c1db09566e904b2513463fa06653f01eb9476a1602ecbcd5e023a3afffb1ee8&o=&hp=1']","{'Standard Single Room (No Window)': ['107', '125'], 'Standard Double Room (No Window)': ['122', '143'], 'Standard Twin Room (No Window)': ['122', '143'], 'Superior Double Room': ['127', '149'], 'Superior Twin Room': ['127', '149'], 'Standard Theme Room with One Double Bed (No Window)': ['132', '154'], 'Superior Triple Room with One Double Bed and One Single Bed': ['168', '196']}",125.5,137.5,149.0
11,grand-copthorne-waterfront,Grand Copthorne Waterfront,5,"392 Havelock Road, Robertson Quay, 169663 Singapore, Singapore",7.5,8.0,7.8,7.8,8.1,7.2,"{'Superior Double Room': ['S$\xa0315', 'S$\xa0358', 'S$\xa0334', 'S$\xa0339', 'S$\xa0381'], 'Superior Twin Room': ['S$\xa0315', 'S$\xa0358', 'S$\xa0334', 'S$\xa0339', 'S$\xa0381'], 'Deluxe King Room': ['S$\xa0345', 'S$\xa0390', 'S$\xa0366', 'S$\xa0368', 'S$\xa0413', 'S$\xa0448', 'S$\xa0460', 'S$\xa0507'], 'Deluxe Twin Room': ['S$\xa0345', 'S$\xa0390', 'S$\xa0366', 'S$\xa0368', 'S$\xa0413', 'S$\xa0448', 'S$\xa0460', 'S$\xa0507'], 'Deluxe Waterfront with One King Bed': ['S$\xa0365', 'S$\xa0413', 'S$\xa0388', 'S$\xa0390', 'S$\xa0437', 'S$\xa0468', 'S$\xa0484', 'S$\xa0531'], 'Deluxe Waterfront with Two Single Beds': ['S$\xa0365', 'S$\xa0413', 'S$\xa0388', 'S$\xa0390', 'S$\xa0437', 'S$\xa0468', 'S$\xa0484', 'S$\xa0531'], 'Club Double Room': ['S$\xa0444', 'S$\xa0518', 'S$\xa0467', 'S$\xa0541'], 'Club Twin Room': ['S$\xa0444', 'S$\xa0518', 'S$\xa0467', 'S$\xa0541'], 'Club Deluxe Room': ['S$\xa0464', 'S$\xa0541', 'S$\xa0487', 'S$\xa0565', 'S$\xa0567', 'S$\xa0659'], 'Executive Suite': ['S$\xa0644', 'S$\xa0753', 'S$\xa0667', 'S$\xa0777', 'S$\xa0747', 'S$\xa0871'], 'One-Bedroom Apartment': ['S$\xa0694', 'S$\xa0812', 'S$\xa0718', 'S$\xa0789', 'S$\xa0836']}","['https://cf.bstatic.com/xdata/images/hotel/max1024x768/78480470.jpg?k=55eb05c5dd57197122de55ad58fab61d29d8330f615bbcd11e654747b66dac82&o=&hp=1', 'https://cf.bstatic.com/xdata/images/hotel/max500/249556539.jpg?k=dd3501ee1cd64e6d54cf8a6459119080a2b95cee06fe4a3be5153454fa4293de&o=&hp=1', 'https://cf.bstatic.com/xdata/images/hotel/max500/79918081.jpg?k=354fb860e1869d669f15ec20c0c6072cf5a219bc1cf0ad092503ef0bf7d35b42&o=&hp=1', 'https://cf.bstatic.com/xdata/images/hotel/max300/28344036.jpg?k=abbb10d94711e02ad008bcc43d107c6cc5f42a84dbe7ed497532762446163bb2&o=&hp=1', 'https://cf.bstatic.com/xdata/images/hotel/max300/13242095.jpg?k=db1b331480eae168a262c05afb3be03b8419e2b31be381579cc0ee8662f84bdf&o=&hp=1', 'https://cf.bstatic.com/xdata/images/hotel/max300/78478012.jpg?k=3d82d2321cf8e1c9de658b7720a1d835f015d7ac55fa782be05d69db0a97c8b5&o=&hp=1', 'https://cf.bstatic.com/xdata/images/hotel/max300/79926164.jpg?k=e1f2fa26d7b25193b72868b3e9b4e1217693426972184ae4cbe192ef9cf2463d&o=&hp=1', 'https://cf.bstatic.com/xdata/images/hotel/max300/333256783.jpg?k=4bac41d93aea7bc94f4bd9d2a644bce3e3fddf16df395c025301ff4e640c8705&o=&hp=1']","{'Superior Double Room': ['315', '358', '334', '339', '381'], 'Superior Twin Room': ['315', '358', '334', '339', '381'], 'Deluxe King Room': ['345', '390', '366', '368', '413', '448', '460', '507'], 'Deluxe Twin Room': ['345', '390', '366', '368', '413', '448', '460', '507'], 'Deluxe Waterfront with One King Bed': ['365', '413', '388', '390', '437', '468', '484', '531'], 'Deluxe Waterfront with Two Single Beds': ['365', '413', '388', '390', '437', '468', '484', '531'], 'Club Double Room': ['444', '518', '467', '541'], 'Club Twin Room': ['444', '518', '467', '541'], 'Club Deluxe Room': ['464', '541', '487', '565', '567', '659'], 'Executive Suite': ['644', '753', '667', '777', '747', '871'], 'One-Bedroom Apartment': ['694', '812', '718', '789', '836']}",381.0,448.0,536.0
12,the-seacare,The Seacare Hotel,4,"52 Chin Swee Road, Pearl's Hill, 169875 Singapore, Singapore",7.9,7.7,8.3,8.0,7.5,7.8,"{'Superior Queen Room': ['S$\xa0142', 'S$\xa0164']}","['https://cf.bstatic.com/xdata/images/hotel/max1024x768/12448711.jpg?k=0c393e7cd363dceb2a77d8e0cf99390363171c4ebe315c4a285069b6f769ce6c&o=&hp=1', 'https://cf.bstatic.com/xdata/images/hotel/max500/12185100.jpg?k=c88990546e8d35c83445cc944708bffd897920699b256175f552d10e896077dd&o=&hp=1', 'https://cf.bstatic.com/xdata/images/hotel/max500/12448680.jpg?k=9912e68a6b44385c05ef02cd3ba39636f4e3b72a59094157d67e491a166e0e95&o=&hp=1', 'https://cf.bstatic.com/xdata/images/hotel/max300/12448678.jpg?k=4a35e194a4ae5e5772407638eca475d412a0c41fa6f9ebd73feb8317971a3c74&o=&hp=1', 'https://cf.bstatic.com/xdata/images/hotel/max300/12185092.jpg?k=139e40596e07515740d07b708d7dbdbcbe8a1fd6fe1619e33b85c05672cd7114&o=&hp=1', 'https://cf.bstatic.com/xdata/images/hotel/max300/12448712.jpg?k=d6bc44b65033cf291fe61bddf96e9a5c5db005e07d65f9855f92164e0e73c6df&o=&hp=1', 'https://cf.bstatic.com/xdata/images/hotel/max300/12448681.jpg?k=a42839669a3a1c39f74ca12e473069a3df1b20c5464e3bc0284c71fc5d6ec938&o=&hp=1', 'https://cf.bstatic.com/xdata/images/hotel/max300/12448687.jpg?k=693db7b15a94182aa4f8c45270527558fb93f333aa82a9d93ed0ad35362b24ce&o=&hp=1']","{'Superior Queen Room': ['142', '164']}",147.5,153.0,158.5
13,golden-landmark,Village Hotel Bugis by Far East Hospitality,4,"390 Victoria Street, Kampong Glam, 188061 Singapore, Singapore",8.0,8.9,8.4,8.1,7.6,7.7,"{'Superior Double or Twin Room': ['S$\xa0212', 'S$\xa0228', 'S$\xa0259'], 'Deluxe Double or Twin Room': ['S$\xa0232', 'S$\xa0249', 'S$\xa0282'], 'Family Room': ['S$\xa0280', 'S$\xa0300', 'S$\xa0341'], 'Connecting Rooms': ['S$\xa0380', 'S$\xa0430']}","['https://t-cf.bstatic.com/xdata/images/hotel/max1024x768/32866509.jpg?k=f81b5d3a7fffa295beb5788b42e16ad8747177ad9874e65d8462bd1c5ef6ff58&o=&hp=1', 'https://t-cf.bstatic.com/xdata/images/hotel/max500/287746122.jpg?k=b75243ef6acf78063cfcf873092fea3e8c3f356cbe73172b8f9ec535f41405cf&o=&hp=1', 'https://t-cf.bstatic.com/xdata/images/hotel/max500/311220232.jpg?k=65194ec396569f2c2d9b6a40de36c5e8175f0c8b3c63dd0688ff7297a65519ee&o=&hp=1', 'https://t-cf.bstatic.com/xdata/images/hotel/max300/115494746.jpg?k=bae7659798cb231805e7e04c6de6776f1a5ced0050fb996798a871cb829949b4&o=&hp=1', 'https://t-cf.bstatic.com/xdata/images/hotel/max300/200328678.jpg?k=cd0bf634803929416440c0434819df5fa76a883c2beb9d0da5dd9f95fb08ea01&o=&hp=1', 'https://t-cf.bstatic.com/xdata/images/hotel/max300/29696333.jpg?k=b6d1aac90259ee75dc190596474fe9385c564530f3776c62351a9caee21bf0b7&o=&hp=1', 'https://t-cf.bstatic.com/xdata/images/hotel/max300/195743203.jpg?k=9d1dd19a06467c8ca8827877cf1cfc258e8814df45cc4a02d4e0d223bcdf5845&o=&hp=1', 'https://t-cf.bstatic.com/xdata/images/hotel/max300/374903305.jpg?k=0e8aa05bc5e2fbd319fcf17820553a0a913988580b21eb2c4576e9ad853fd675&o=&hp=1']","{'Superior Double or Twin Room': ['212', '228', '259'], 'Deluxe Double or Twin Room': ['232', '249', '282'], 'Family Room': ['280', '300', '341'], 'Connecting Rooms': ['380', '430']}",240.5,280.0,320.5
14,crowne-plaza-changi-airport,"Crowne Plaza Changi Airport, an IHG Hotel",5,"75 Airport Boulevard (Terminal 3), Changi, 819664 Singapore, Singapore",9.0,9.2,9.3,9.3,9.4,7.9,"{'1 King Bed Standard Jewel Wing': ['S$\xa0395', 'S$\xa0416', 'S$\xa0460', 'S$\xa0469'], 'Standard Room': ['S$\xa0395', 'S$\xa0416', 'S$\xa0460', 'S$\xa0469'], '1 King Bed Standard Accessible': ['S$\xa0416', 'S$\xa0460', 'S$\xa0469', 'S$\xa0487', 'S$\xa0532', 'S$\xa0541'], '1 King Bed Standard Non Smoking': ['S$\xa0418', 'S$\xa0440', 'S$\xa0483', 'S$\xa0493', 'S$\xa0489', 'S$\xa0511', 'S$\xa0554', 'S$\xa0564'], '2 Twin Beds Standard Jewel Wing': ['S$\xa0440', 'S$\xa0483', 'S$\xa0493'], '1 King Bed Standard Pool View': ['S$\xa0463', 'S$\xa0505', 'S$\xa0517', 'S$\xa0535', 'S$\xa0577', 'S$\xa0588'], '1 King Bed Standard Runway View': ['S$\xa0475', 'S$\xa0517', 'S$\xa0529', 'S$\xa0546', 'S$\xa0588', 'S$\xa0600'], '2 Twin Beds Standard Non Smoking': ['S$\xa0511', 'S$\xa0551', 'S$\xa0564', 'S$\xa0582', 'S$\xa0622', 'S$\xa0636']}","['https://cf.bstatic.com/xdata/images/hotel/max1024x768/247268508.jpg?k=8e7e0c0b6c0808f399927c7f234a9c7be42751713ebcc8bcd85ccecc4a875b4a&o=&hp=1', 'https://cf.bstatic.com/xdata/images/hotel/max500/385945268.jpg?k=2bf9fbb6a4907c4050983dc1e3cfb9438fd5cbc638a9986ec8c73bec616c2e35&o=&hp=1', 'https://cf.bstatic.com/xdata/images/hotel/max500/27145857.jpg?k=9fb28bff99589799bebc36ef3349adb8beb04d1232b980b39da0c82f75effd8b&o=&hp=1', 'https://cf.bstatic.com/xdata/images/hotel/max300/254691865.jpg?k=00800993d97743ecec61ad1e23a57dbc3eca4468944ad969de9c1506d63ef702&o=&hp=1', 'https://cf.bstatic.com/xdata/images/hotel/max300/266479168.jpg?k=8941119620ceb012a584aed5a257e5878a5e30494f62a77abc0ebd87bef689bd&o=&hp=1', 'https://cf.bstatic.com/xdata/images/hotel/max300/254691393.jpg?k=b3778e8eb8ed8bf6c0c48724e11c22392f91c2c0e7f1d5b7b7b8e7aee94b2ab8&o=&hp=1', 'https://cf.bstatic.com/xdata/images/hotel/max300/254691847.jpg?k=91ce1fb8dd503a5aa5cc13045bf8f666b14404fa2d2d10adeaa25311c528fb10&o=&hp=1']","{'1 King Bed Standard Jewel Wing': ['395', '416', '460', '469'], 'Standard Room': ['395', '416', '460', '469'], '1 King Bed Standard Accessible': ['416', '460', '469', '487', '532', '541'], '1 King Bed Standard Non Smoking': ['418', '440', '483', '493', '489', '511', '554', '564'], '2 Twin Beds Standard Jewel Wing': ['440', '483', '493'], '1 King Bed Standard Pool View': ['463', '505', '517', '535', '577', '588'], '1 King Bed Standard Runway View': ['475', '517', '529', '546', '588', '600'], '2 Twin Beds Standard Non Smoking': ['511', '551', '564', '582', '622', '636']}",461.5,493.0,548.5
15,clifden-hostel,7 Wonders Hostel at Upper Dickson,1,"12A Upper Dickson Road, Little India, 207472 Singapore, Singapore",8.2,8.5,7.7,7.2,7.1,7.1,"{'Single Bed in Female Dormitory Room': ['S$\xa040'], 'Single Bed in Mixed Dormitory Room': ['S$\xa040'], 'Queen Bed in Mixed Dormitory Room': ['S$\xa081'], 'Family Room of 6': ['S$\xa0227'], 'Family Room of 8': ['S$\xa0257', 'S$\xa0346'], 'Family Room of 14': ['S$\xa0450', 'S$\xa0605']}","['https://t-cf.bstatic.com/xdata/images/hotel/max1024x768/193954564.jpg?k=6e20ff7aa6f9b47fa545304d430e909fa9828e9a516871dcb86a1cdd0c59ed72&o=&hp=1', 'https://t-cf.bstatic.com/xdata/images/hotel/max500/193954575.jpg?k=351577c0fa318d4b8fc2fe47d11d571ff833f8513dfd1f301135b834730b0da5&o=&hp=1', 'https://t-cf.bstatic.com/xdata/images/hotel/max500/193954578.jpg?k=0d792ae88cf36e8156877bbf01ea7efa1d64bf136b0b65fbd9fde4daa0799649&o=&hp=1', 'https://t-cf.bstatic.com/xdata/images/hotel/max300/193954561.jpg?k=f4a9d3d7f4f8022e9f89d63e93c085a13d4ca37b802440cbe84a2e84c35398cd&o=&hp=1', 'https://t-cf.bstatic.com/xdata/images/hotel/max300/193954567.jpg?k=340b850ba32f992679917e8a0dd306d33fbce13f99f91e26b2c8b8e73211e4cb&o=&hp=1', 'https://t-cf.bstatic.com/xdata/images/hotel/max300/193711613.jpg?k=2eaa2aa5a3d315580bd6bb307b24699323d819e39a8b4fbd180db89ea60dedfa&o=&hp=1', 'https://t-cf.bstatic.com/xdata/images/hotel/max300/193604646.jpg?k=db7c457a31dc96c1bd371ca46760636b80bf169d434653e1832bca30442d7fe6&o=&hp=1', 'https://t-cf.bstatic.com/xdata/images/hotel/max300/315145666.jpg?k=c5d47520015da0c66d8585278781f48e23eb2160cbfa9eee31fe61e13b2d7e8f&o=&hp=1', 'https://t-cf.bstatic.com/xdata/images/hotel/max300/259482295.jpg?k=7eb43726aa756afa2890254dfb4899103da513f2df180facbde8c478885fc920&o=&hp=1', 'https://t-cf.bstatic.com/xdata/images/hotel/max300/193955606.jpg?k=9a90d75c442d09b8c472e1902f808ac0e4c6ccc319af483e0099faf776ec4295&o=&hp=1']","{'Single Bed in Female Dormitory Room': ['40'], 'Single Bed in Mixed Dormitory Room': ['40'], 'Queen Bed in Mixed Dormitory Room': ['81'], 'Family Room of 6': ['227'], 'Family Room of 8': ['257', '346'], 'Family Room of 14': ['450', '605']}",70.75,242.0,372.0
16,holiday-inn-express-singapore-serangoon,"Holiday Inn Express Singapore Serangoon, an IHG Hotel",3,"270 Jalan Besar, Lavender, 209019 Singapore, Singapore",8.2,9.1,8.9,8.7,8.3,8.0,"{'Standard Twin Room': ['S$\xa0271', 'S$\xa0285'], 'Standard Queen Room': ['S$\xa0282', 'S$\xa0297'], 'Standard Queen Room - Accessible': ['S$\xa0282', 'S$\xa0297'], 'Standard Room': ['S$\xa0282', 'S$\xa0297'], 'Family Room': ['S$\xa0386', 'S$\xa0367', 'S$\xa0410']}","['https://cf.bstatic.com/xdata/images/hotel/max1024x768/245805449.jpg?k=b509743f908c9f02d8e4c4701ba620a36f92f792930fc82f0892dfdbcd697952&o=&hp=1', 'https://cf.bstatic.com/xdata/images/hotel/max500/272310561.jpg?k=997687dc52fbb17ed4706b31b99dc78e2886ff2a7d7210aa07e53ae215ac4f17&o=&hp=1', 'https://cf.bstatic.com/xdata/images/hotel/max500/230122871.jpg?k=ea0ff4a4a1ff58a4110c64cefd5c4b63582d6caf51f462c79826600803a5e93c&o=&hp=1', 'https://cf.bstatic.com/xdata/images/hotel/max300/295852078.jpg?k=1f5df7239d44bda45de215805a0c73eba3c9df8fd0570927ff4ac0c05fa550ec&o=&hp=1', 'https://cf.bstatic.com/xdata/images/hotel/max300/380301288.jpg?k=99a47ce040fc6120deb38da097fafa774bab6595fb2bfdd326317a0bb9eb7c98&o=&hp=1', 'https://cf.bstatic.com/xdata/images/hotel/max300/272307364.jpg?k=061d94c35b24deda1f5163dc6ce4cb7b4c8b7d634e5df756b6baacc9ef4a7203&o=&hp=1', 'https://cf.bstatic.com/xdata/images/hotel/max300/234139696.jpg?k=c5809de7412da42f788040a6a5f98ff24eaffe5f620b9e27a2849c8d8d20fd7d&o=&hp=1']","{'Standard Twin Room': ['271', '285'], 'Standard Queen Room': ['282', '297'], 'Standard Queen Room - Accessible': ['282', '297'], 'Standard Room': ['282', '297'], 'Family Room': ['386', '367', '410']}",282.0,297.0,332.0
17,atlantis-531,Atlantis@531,2,"531 Serangoon Road, Lavender, 218163 Singapore, Singapore",5.0,5.8,5.1,4.8,6.5,5.1,"{'Single Bed in 6-Bed Dormitory Room': ['S$\xa042'], 'Single Bed in 4-Bed Dormitory Room': ['S$\xa051'], '6-Beds Family Room with Private Bathroom': ['S$\xa0196']}","['https://cf.bstatic.com/xdata/images/hotel/max1024x768/374848749.jpg?k=7169e76093e6721a944748b5609898dc1638af331a4a426dfb78be2552dfe758&o=&hp=1', 'https://cf.bstatic.com/xdata/images/hotel/max500/374848750.jpg?k=740e08ce588c48156d58ef6dcd090f6509298a3c860a067d7f6f76b840b5e4f3&o=&hp=1', 'https://cf.bstatic.com/xdata/images/hotel/max500/375043242.jpg?k=afd6e29d445a3915b55147aca67921b6861ce21b9bd0b58a89b7faedaadce4a7&o=&hp=1', 'https://cf.bstatic.com/xdata/images/hotel/max300/375043590.jpg?k=1ca1735b3ab3d7e10457e799bd89589398003080e85aa405e0b5d3c1611688d2&o=&hp=1', 'https://cf.bstatic.com/xdata/images/hotel/max300/374848742.jpg?k=a21d0022415a78b5b488be36ce07b03e400a77ee2514fce97a36d4aadfa97d4e&o=&hp=1', 'https://cf.bstatic.com/xdata/images/hotel/max300/374848743.jpg?k=4e523940610430b2b8ba685ca91a8d5c294a29c0306e666488b85fad9d772cb5&o=&hp=1', 'https://cf.bstatic.com/xdata/images/hotel/max300/374848744.jpg?k=94a910a90724599afbe69580653e7d99161c02af55dcf78fd51f88163d7a50a6&o=&hp=1', 'https://cf.bstatic.com/xdata/images/hotel/max300/375043477.jpg?k=ced566281eaf12e2b99eec5662b32d6046ecb403f7cfcb50e0356d545949d913&o=&hp=1', 'https://cf.bstatic.com/xdata/images/hotel/max300/374848747.jpg?k=96ab3c9a8f85b3d341b59f40eecb105c241dd9fe5d9fd048105f08733a72bc20&o=&hp=1', 'https://cf.bstatic.com/xdata/images/hotel/max300/374848748.jpg?k=f82dd52d62bc9cfb81ff8d40feceb035246ac3d8ecdc6c57160f025b79aa99db&o=&hp=1']","{'Single Bed in 6-Bed Dormitory Room': ['42'], 'Single Bed in 4-Bed Dormitory Room': ['51'], '6-Beds Family Room with Private Bathroom': ['196']}",46.5,51.0,123.5
18,park-regis-singapore,Park Regis Singapore,4,"23 Merchant Road, Clarke Quay, 058268 Singapore, Singapore",8.3,9.1,8.5,8.3,7.9,7.6,"{'Standard Twin Room': ['S$\xa0300', 'S$\xa0383'], 'Standard Double Room': ['S$\xa0300', 'S$\xa0383'], 'Deluxe Double Room with City View': ['S$\xa0322', 'S$\xa0405'], 'Deluxe Double Room with Pool Access': ['S$\xa0355', 'S$\xa0439'], 'Family Room': ['S$\xa0500', 'S$\xa0583', 'S$\xa0611']}","['https://t-cf.bstatic.com/xdata/images/hotel/max1024x768/51879890.jpg?k=c0ae1e3daed664618d9716f373854323131b62a8e68a0a7a9a6ce7699ddaa6e6&o=&hp=1', 'https://t-cf.bstatic.com/xdata/images/hotel/max500/257407996.jpg?k=eb21ebb5cf3f4b020482888641188e889bbc45367d9530d87e3bc9a23b7e35dc&o=&hp=1', 'https://t-cf.bstatic.com/xdata/images/hotel/max500/47519318.jpg?k=0806cd5dcd6e67c4cd5b84bdf65126520b3d3c19098e4d0ba02b9d3f724f37f8&o=&hp=1', 'https://t-cf.bstatic.com/xdata/images/hotel/max300/47522322.jpg?k=aa36d41d3791643ef2a6e0a64e0386cf5625079f16cb12938bfe2eb4e7f1ade5&o=&hp=1', 'https://t-cf.bstatic.com/xdata/images/hotel/max300/47519370.jpg?k=18f810fa3f42e691e323dee61c92dfb215947400bdece25de5089e4bd67e8d18&o=&hp=1', 'https://t-cf.bstatic.com/xdata/images/hotel/max300/257407686.jpg?k=3dd89d13d62e462cb4c699c329e7e318395bbec63becad7b6f2f5c489e9626c2&o=&hp=1', 'https://t-cf.bstatic.com/xdata/images/hotel/max300/51879874.jpg?k=2095c0ff24a195c78dbdac226dd9feddd998c4222a7701078f6fca68151c14fe&o=&hp=1']","{'Standard Twin Room': ['300', '383'], 'Standard Double Room': ['300', '383'], 'Deluxe Double Room with City View': ['322', '405'], 'Deluxe Double Room with Pool Access': ['355', '439'], 'Family Room': ['500', '583', '611']}",338.5,383.0,469.5
19,holiday-inn-park-view,"Holiday Inn Singapore Orchard City Centre, an IHG Hotel",4,"11 Cavenagh Road, Orchard, 229616 Singapore, Singapore",8.1,8.8,8.4,8.4,9.0,7.6,"{'Standard Room': ['S$\xa0304', 'S$\xa0320', 'S$\xa0345', 'S$\xa0361', 'S$\xa0363', 'S$\xa0379', 'S$\xa0446', 'S$\xa0450', 'S$\xa0462', 'S$\xa0510'], 'Standard King Room': ['S$\xa0304', 'S$\xa0320', 'S$\xa0345', 'S$\xa0361', 'S$\xa0363', 'S$\xa0379', 'S$\xa0446', 'S$\xa0450', 'S$\xa0462', 'S$\xa0510'], 'Standard Double Room with Two Double Beds': ['S$\xa0326', 'S$\xa0343', 'S$\xa0368', 'S$\xa0385', 'S$\xa0386', 'S$\xa0403', 'S$\xa0469', 'S$\xa0474', 'S$\xa0486', 'S$\xa0533'], 'Premium Room': ['S$\xa0403', 'S$\xa0462', 'S$\xa0533', 'S$\xa0593'], 'Premium King Room': ['S$\xa0403', 'S$\xa0462', 'S$\xa0533', 'S$\xa0593'], 'Premium Double Room with Two Double Beds': ['S$\xa0405', 'S$\xa0426', 'S$\xa0447', 'S$\xa0465', 'S$\xa0468', 'S$\xa0486', 'S$\xa0548', 'S$\xa0557', 'S$\xa0569', 'S$\xa0617'], 'One-Bedroom King Suite': ['S$\xa0495', 'S$\xa0522', 'S$\xa0537', 'S$\xa0555', 'S$\xa0563', 'S$\xa0581', 'S$\xa0638', 'S$\xa0652', 'S$\xa0664', 'S$\xa0712'], 'One-Bedroom King Suite with Living Area': ['S$\xa0552', 'S$\xa0581', 'S$\xa0593', 'S$\xa0611', 'S$\xa0623', 'S$\xa0640', 'S$\xa0694', 'S$\xa0712', 'S$\xa0723', 'S$\xa0771']}","['https://t-cf.bstatic.com/xdata/images/hotel/max1024x768/256322302.jpg?k=fba50421ed05ba5aa52c5dc19b6f54484b82b8430d2155d2ef06387c80dba977&o=&hp=1', 'https://t-cf.bstatic.com/xdata/images/hotel/max500/250727001.jpg?k=448b0280b9af4715a51e943b2447cad68dd4a3ceb17781fde39cbe75d8ddfd00&o=&hp=1', 'https://t-cf.bstatic.com/xdata/images/hotel/max500/390784156.jpg?k=2c82345aa303f2568316edf78fc8c616016fa13dd938a60c1994c5feb36af761&o=&hp=1', 'https://t-cf.bstatic.com/xdata/images/hotel/max300/390776786.jpg?k=93af1be835f1eb7bb8b4f93faee1aa17ded516d64a1a0141a6c165de793b5375&o=&hp=1', 'https://t-cf.bstatic.com/xdata/images/hotel/max300/390784181.jpg?k=e5750eea7ff0b2ade4e52adf772221985967ca4952bee0af238cd8dddb8c5e87&o=&hp=1', 'https://t-cf.bstatic.com/xdata/images/hotel/max300/251803657.jpg?k=dbcc358538d18237fd74c7cb2fa8c4cfcb1c9727a1e4289aa42dc83fe401d113&o=&hp=1', 'https://t-cf.bstatic.com/xdata/images/hotel/max300/390777560.jpg?k=3cbe460bf8881e2c4488dd4694874582afcad3d797be9fc86b58980d857334a1&o=&hp=1']","{'Standard Room': ['304', '320', '345', '361', '363', '379', '446', '450', '462', '510'], 'Standard King Room': ['304', '320', '345', '361', '363', '379', '446', '450', '462', '510'], 'Standard Double Room with Two Double Beds': ['326', '343', '368', '385', '386', '403', '469', '474', '486', '533'], 'Premium Room': ['403', '462', '533', '593'], 'Premium King Room': ['403', '462', '533', '593'], 'Premium Double Room with Two Double Beds': ['405', '426', '447', '465', '468', '486', '548', '557', '569', '617'], 'One-Bedroom King Suite': ['495', '522', '537', '555', '563', '581', '638', '652', '664', '712'], 'One-Bedroom King Suite with Living Area': ['552', '581', '593', '611', '623', '640', '694', '712', '723', '771']}",398.75,471.5,572.0
